_id;address;daysOnline;derivedKmPerYear;diffSaving;diffSavingPercent;emissionClass;emissionSticker;firstRegistration;firstSeenOn;fuel;goneOn;id;inputIsFavoured;inputIsRegressionExcluded;isMined;kmState;lastSeenOn;makeIdModelId;makeModel;numOfPrevOwners;numOfSeats;plz;power;predictedPrice;priceEur;summary;uri
5a69a91872dea18af7c6a3b0;Alte Regensburger Strasse 58DE-84030 Landshut;-1;33777;1999;0.334;Euro5;4;2011-06-01 00:00:00;2018-01-25 10:53:28.948000;Diesel;;240303754;;;True;227000;2018-02-17 09:29:37.176000;;Peugeot/Boxer;2;3;84030;101;7989;6490.0;Peugeot Boxer Kasten 2.2 HDi *CD-MP3/Klimaanlage*Inserat online seit 17.01.2018 18:066.490 €Erhöhter PreisEZ 06/2011, 227.000 km, 74 kW (101 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 06/2019, 4/5 Türen≈ 8,1 l/100km (komb.), ≈ 214 g CO₂/km (komb.)KlimaanlageAutohaus EcB Car+plus e.K.(24)DE-84030 Landshut, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=240303754&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=5&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=9a15bd95-21b2-4860-6376-c56c9307d4c2
5a69a91972dea18af7c6a3be;Am Bahndamm 8DE-84100 Niederaichbach;-1;25884;526;0.036;Euro5;4;2012-06-01 00:00:00;2018-01-25 10:53:29.604000;Diesel;;255342192;;;True;148000;2018-02-17 09:29:51.667000;;Fiat/Ducato;1;8;84100;148;15164;14637.0;Fiat Ducato Luxusbus Panorama 33 150Inserat online seit 15.01.2018 18:4614.637 €19,00% MwSt.Ohne BewertungEZ 06/2012, 148.000 km, 109 kW (148 PS)Kombi, Unfallfrei, Diesel, Automatik, HU 09/2019, 4/5 Türen≈ 7,1 l/100km (komb.), ≈ 188 g CO₂/km (komb.)Auto Breit(5)DE-84100 Niederaichbach, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255342192&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=6&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&fnai=prev&searchId=59b46deb-0cfd-44e8-c24a-79f00adf2b8b
5a69a91a72dea18af7c6a3d1;Multscherstr. 9DE-89077 Ulm;-1;12758;4093;0.445;Euro4;4;2009-10-01 00:00:00;2018-01-25 10:53:30.312000;Diesel;;253448700;;;True;107000;2018-02-17 09:29:52.307000;;Peugeot/Boxer;1;3;89077;120;13293;9400.0;Peugeot Boxer Kasten 2.2 Hdi 120, KLIMA, L4 H2,HOCH+LANGInserat online seit 12.01.2018 06:179.400 €Ohne BewertungEZ 10/2009, 107.000 km, 88 kW (120 PS)Kombi, Diesel, Schaltgetriebe, HU 11/2019, 4/5 Türen≈ 9,3 l/100km (komb.), ≈ 246 g CO₂/km (komb.)Auto Avdic (An-und Verkauf)(8)DE-89077 Ulm, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=253448700&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=7&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&fnai=prev&searchId=4bb5aec1-6967-ffbd-7b94-4b37050a6d3d
5a69a91a72dea18af7c6a3d2;Hans-Stützle-Str. 15DE-81249 München;-1;26502;2582;0.374;Euro4;4;2009-02-01 00:00:00;2018-01-25 10:53:30.317000;Diesel;;256039535;;;True;239829;2018-02-17 09:29:52.501000;;Peugeot/Boxer;2;3;81249;120;9483;6900.0;Peugeot Boxer HDi 335 L2 Inserat online seit 11.01.2018 22:436.900 €Ohne BewertungEZ 02/2009, 239.829 km, 88 kW (120 PS)Andere, Diesel, Schaltgetriebe, HU 05/2018, 2/3 Türen≈ 9,1 l/100km (komb.), ≈ 240 g CO₂/km (komb.)DE-81249 München, GewerbeVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=256039535&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=7&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=4bb5aec1-6967-ffbd-7b94-4b37050a6d3d
5a69a91c72dea18af7c6a410;Hauptstrasse 1DE-84107 Weihmichl;-1;27831;-1320;-0.120;Euro5;4;2013-06-01 00:00:00;2018-01-25 10:53:32.491000;Diesel;;255731653;;;True;131306;2018-02-17 09:29:53.119000;;Citroën/Jumper;2;3;84107;110;9679;10999.0;Citroën Jumper 30 L1H1 ProlineInserat online seit 05.01.2018 15:0110.999 €Erhöhter PreisEZ 06/2013, 131.306 km, 81 kW (110 PS)Van / Minibus, Unfallfrei, Diesel, Schaltgetriebe, HU 03/2019, 4/5 Türen≈ 7,5 l/100km (komb.), ≈ 199 g CO₂/km (komb.)Autopark Mourad(2)DE-84107 Weihmichl, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255731653&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=10&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=5c3c1457-9bfb-3a2d-adec-5a6565b040bc
5a69a91c72dea18af7c6a411;Multscherstr. 9DE-89077 Ulm;-1;11125;-1649;-0.196;Euro4;4;2009-10-01 00:00:00;2018-01-25 10:53:32.497000;Diesel;;255699032;;;True;93300;2018-02-17 09:29:53.288000;;Fiat/Ducato;2;3;89077;101;6750;8700.0;Fiat Ducato 2.2 JTD MULTIJET,AHK,KLIMA,MwSt,TÜV 01/20Inserat online seit 04.01.2018 20:048.700 €19,00% MwSt.Erhöhter PreisEZ 10/2009, 93.300 km, 74 kW (101 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 01/2020, 4/5 Türen≈ 8,1 l/100km (komb.), ≈ 214 g CO₂/km (komb.)Auto Avdic (An-und Verkauf)(8)DE-89077 Ulm, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255699032&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=10&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=5c3c1457-9bfb-3a2d-adec-5a6565b040bc
5a69a91c72dea18af7c6a412;Bodenseestr. 165  Büro  2DE-81243 München;-1;21904;7798;1.151;Euro4;4;2010-08-01 00:00:00;2018-01-25 10:53:32.502000;Diesel;;247944787;;;True;165456;2018-02-17 09:29:53.458000;;Citroën/Jumper;1;3;81243;158;14576;6777.0;Citroën Jumper 35 L3 HOCH   LANG 1 HAND  165456 KMInserat online seit 04.01.2018 20:016.777 €Angemessener PreisEZ 08/2010, 165.456 km, 116 kW (158 PS)Andere, Diesel, Schaltgetriebe, HU 12/2018, 2/3 Türen≈ 8,8 l/100km (komb.), ≈ 233 g CO₂/km (komb.)Bi Automobile(14)DE-81243 München, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=247944787&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=10&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=5c3c1457-9bfb-3a2d-adec-5a6565b040bc
5a69a91c72dea18af7c6a41e;Flößergasse 11bDE-81369 München;-1;11032;-1665;-0.151;Euro4;4;2008-03-01 00:00:00;2018-01-25 10:53:32.573000;Diesel;;248882959;;;True;110020;2018-02-17 09:29:53.788000;;Fiat/Ducato;1;2;81369;120;9334;11000.0;Fiat Ducato 250 L hoch lang AHKInserat online seit 02.01.2018 00:1011.000 €19,00% MwSt.Ohne BewertungEZ 03/2008, 110.020 km, 88 kW (120 PS)Andere, Unfallfrei, Diesel, Schaltgetriebe, HU 09/2019, 4/5 TürenAuto Einhellig KFZ-Meister(14)DE-81369 München, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=248882959&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=10&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=5c3c1457-9bfb-3a2d-adec-5a6565b040bc
5a69a91c72dea18af7c6a41f;Bodensee 149DE-81243 München;-1;45809;-1886;-0.135;Euro5;4;2014-10-01 00:00:00;2018-01-25 10:53:32.579000;Diesel;;255509587;;;True;155000;2018-02-17 09:29:54.011000;;Fiat/Ducato;1;3;81243;131;12104;13990.0;Fiat Ducato Kasten 35 130   AUTOMATIKInserat online seit 30.12.2017 10:5213.990 €19,00% MwSt.Erhöhter PreisEZ 10/2014, 155.000 km, 96 kW (131 PS)Andere, Diesel, Automatik, HU 10/2018, 4/5 TürenLPS Automobile(3)DE-81243 München, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255509587&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=10&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&fnai=next&searchId=5c3c1457-9bfb-3a2d-adec-5a6565b040bc
5a69a91d72dea18af7c6a427;Multscherstr. 9DE-89077 Ulm;-1;34133;1848;0.250;Euro4;4;2011-03-01 00:00:00;2018-01-25 10:53:33.194000;Diesel;;255435186;;;True;238000;2018-02-17 09:29:54.242000;;Peugeot/Boxer;1;3;89077;120;9248;8000.0;Peugeot Boxer 2.2 HDI,1-HAND,MwSt,DPF,L2H2,KLIMAANLAGEInserat online seit 28.12.2017 10:518.000 €19,00% MwSt.Ohne BewertungEZ 03/2011, 238.000 km, 88 kW (120 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 03/2019, 4/5 Türen≈ 9,3 l/100km (komb.), ≈ 246 g CO₂/km (komb.)Auto Avdic (An-und Verkauf)(8)DE-89077 Ulm, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255435186&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=11&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=c874b732-333f-d55a-0c6f-dfff2c3422ce
5a69a91d72dea18af7c6a42b;Dieselstrasse 1DE-89547 Gerstetten;-1;26555;1284;0.128;Euro5;4;2013-01-01 00:00:00;2018-01-25 10:53:33.216000;Diesel;;255397985;;;True;136272;2018-02-17 09:29:54.392000;;Citroën/Jumper;1;2;89547;131;11284;10000.0;Citroën Jumper 30 L2H2 Inserat online seit 27.12.2017 14:4110.000 €20,00% MwSt.Angemessener PreisEZ 01/2013, 136.272 km, 96 kW (131 PS)Van / Minibus, Diesel, Schaltgetriebe, HU Neu, 4/5 Türen≈ 7,5 l/100km (komb.), ≈ 199 g CO₂/km (komb.)Autohaus Rudolf Lang e.K.(2)DE-89547 Gerstetten, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255397985&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=11&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=c874b732-333f-d55a-0c6f-dfff2c3422ce
5a69a91e72dea18af7c6a44f;DE-82538 Geretsried;-1;11512;5980;0.427;Euro5;4;2012-11-01 00:00:00;2018-01-25 10:53:34.488000;Diesel;;255095413;;;True;61000;2018-02-17 09:29:54.872000;;Fiat/Ducato;1;3;82538;148;19980;14000.0;Fiat Ducato Maxi L4Inserat online seit 18.12.2017 22:0414.000 €Angemessener PreisEZ 11/2012, 61.000 km, 109 kW (148 PS)Andere, Unfallfrei, Diesel, Schaltgetriebe, 4/5 TürenDE-82538 Geretsried, PrivatanbieterVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=255095413&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=13&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=e646fa2d-3c58-5d0a-6ee8-9a9530abe6ec
5a69a92372dea18af7c6a486;Joseph-Gaensler-Str. 17DE-86609 Donauwoerth;-1;22968;861;0.079;Euro5;4;2013-03-01 00:00:00;2018-01-25 10:53:39.530000;Diesel;;254330249;;;True;114150;2018-02-17 09:29:55.320000;;Fiat/Ducato;1;2;86609;116;11810;10948.0;Fiat Ducato Kawa L1H1 115 M-jet *Traction+*Inserat online seit 01.12.2017 10:4110.948 €19,00% MwSt.Erhöhter PreisEZ 03/2013, 114.150 km, 85 kW (116 PS)Van / Minibus, Diesel, Schaltgetriebe, HU Neu, 4/5 TürenWagner Automobile GmbH & Co. KG(38)DE-86609 Donauwoerth, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=254330249&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=16&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=095e2351-e267-f3c2-d4a3-9ffd9a41baaa
5a69a92372dea18af7c6a48b;Industriestraße 24DE-87766 Memmingerberg;-1;22335;5451;0.641;Euro5;4;2012-08-01 00:00:00;2018-01-25 10:53:39.556000;Diesel;;254177191;;;True;123978;2018-02-17 09:29:55.577000;;Peugeot/Boxer;1;9;87766;110;13952;9500.0;Peugeot Boxer HDi 330 L1H1 verglastInserat online seit 28.11.2017 14:299.500 €Angemessener PreisEZ 08/2012, 123.978 km, 81 kW (110 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 11/2017, 4/5 Türen≈ 7,5 l/100km (komb.), ≈ 199 g CO₂/km (komb.)DE-87766 Memmingerberg, GewerbeVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=254177191&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=16&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=095e2351-e267-f3c2-d4a3-9ffd9a41baaa
5a69a92372dea18af7c6a490;Oskar-von-Miller Ring 18aDE-85464 Finsing;-1;9403;8657;0.753;Euro4;4;2009-06-01 00:00:00;2018-01-25 10:53:39.579000;Diesel;;248088984;;;True;82000;2018-02-17 09:29:56.407000;;Peugeot/Boxer;1;3;85464;158;20147;11490.0;Peugeot Boxer HDi 440 L4H3 Inserat online seit 25.11.2017 14:1411.490 €19,00% MwSt.Ohne BewertungEZ 06/2009, 82.000 km, 116 kW (158 PS)Van / Minibus, Unfallfrei, Diesel, Schaltgetriebe, HU 03/2018, 4/5 Türen≈ 8,6 l/100km (komb.)Exclusive Cars Anzing GmbH(33)DE-85464 Finsing, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=248088984&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=16&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=095e2351-e267-f3c2-d4a3-9ffd9a41baaa
5a69a92472dea18af7c6a4a1;Elbestrasse 53DE-82538 Geretsried;-1;22118;-3129;-0.382;Euro4;4;2008-06-01 00:00:00;2018-01-25 10:53:40.309000;Diesel;;233056412;;;True;215000;2018-02-17 09:29:57.500000;;Citroën/Jumper;2;9;82538;120;5071;8200.0;Citroën Jumper 9 Sitze  L2H2*120*Doppel Klima*TÜV Neu*E4Inserat online seit 16.11.2017 09:098.200 €Erhöhter PreisEZ 06/2008, 215.000 km, 88 kW (120 PS)Van / Minibus, Unfallfrei, Diesel, Schaltgetriebe, HU Neu, 4/5 Türen≈ 9,1 l/100km (komb.), ≈ 240 g CO₂/km (komb.)TS-Autoservice(7)DE-82538 Geretsried, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=233056412&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=17&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=590f54a2-1cc4-acd1-931e-3e13fb163558
5a69a92472dea18af7c6a4a4;Bürgermeister-Wegele str.17DE-86167 Augsburg;-1;34283;2201;0.232;Euro5;4;2014-10-01 00:00:00;2018-01-25 10:53:40.325000;Diesel;;248282084;;;True;116000;2018-02-17 09:29:57.815000;;Fiat/Ducato;1;3;86167;116;11700;9499.0;Fiat Ducato L1H1  EURO 5!!!Inserat online seit 11.11.2017 10:369.499 €19,00% MwSt.Angemessener PreisEZ 10/2014, 116.000 km, 85 kW (116 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 08/2018, 4/5 Türen≈ 5,9 l/100km (komb.), ≈ 157 g CO₂/km (komb.)Turan Automobile(8)DE-86167 Augsburg, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=248282084&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=17&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=590f54a2-1cc4-acd1-931e-3e13fb163558
5a69a92472dea18af7c6a4ab;Unterdettinger Weg 8DE-88486 Kirchberg;-1;32001;4389;1.021;Euro4;4;2010-09-01 00:00:00;2018-01-25 10:53:40.925000;Diesel;;252928461;;;True;239000;2018-02-17 09:29:58.224000;;Peugeot/Boxer;2;3;88486;120;8690;4300.0;Peugeot Boxer Kasten HDiInserat online seit 03.11.2017 17:414.300 €Sehr guter PreisEZ 09/2010, 239.000 km, 88 kW (120 PS)Van / Minibus, Unfallfrei, Diesel, Schaltgetriebe, HU 11/2018, 4/5 Türen≈ 9,3 l/100km (komb.), ≈ 246 g CO₂/km (komb.)El Annan Auto Export(1)DE-88486 Kirchberg, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=252928461&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=18&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=47c4f0ac-627f-9eca-938f-d8e6f8d18667
5a69a92472dea18af7c6a4b2;Stätzlinger Str. 109DE-86165 Augsburg;-1;13384;7559;0.957;Euro4;4;2011-10-01 00:00:00;2018-01-25 10:53:40.963000;Diesel;;252162274;;;True;85476;2018-02-17 09:29:58.391000;;Peugeot/Boxer;1;3;86165;110;15459;7900.0;Peugeot Boxer Kasten HDiInserat online seit 18.10.2017 21:417.900 €Sehr guter PreisEZ 10/2011, 85.476 km, 81 kW (110 PS)Van / Minibus, Diesel, Schaltgetriebe, HU 03/2018, 4/5 Türen≈ 7,9 l/100km (komb.), ≈ 209 g CO₂/km (komb.)Auto Drenica(2)DE-86165 Augsburg, HändlerVersicherungGeparktParkenKontakt;https://suchen.mobile.de/fahrzeuge/details.html?id=252162274&ambitAddress=81375%2C+Hadern%2C+M%C3%BCnchen%2C+Bayern&ambitCountry=DE&damageUnrepaired=NO_DAMAGE_UNREPAIRED&fuels=DIESEL&fuels=HYBRID_DIESEL&isSearchRequest=true&makeModelVariant1.makeId=8800&makeModelVariant1.modelId=19&makeModelVariant2.makeId=19300&makeModelVariant2.modelId=25&makeModelVariant3.makeId=5900&makeModelVariant3.modelId=10&maxMileage=250000&minFirstRegistrationDate=2008-01-01&pageNumber=18&scopeId=C&sortOption.sortBy=creationTime&sortOption.sortOrder=DESCENDING&userPosition=48.1211184%2C11.4860576&zipcodeRadius=200&searchId=47c4f0ac-627f-9eca-938f-d8e6f8d18667
